date,กบินทร์บุรี,กระบี่,กรุงเทพมหานคร,กรุงเทพฯ ท่าเรือคลองเตย,กรุงเทพฯ บางนา สกษ.,กาญจนบุรี,กาฬสินธุ์,กำแพงเพชร,ขอนแก่น,คอหงษ์ สกษ.,จันทบุรี,ฉวาง,ฉะเชิงเทรา,ชลบุรี,ชัยนาท สกษ.,ชัยภูมิ,ชุมพร,ดอยมูเซอ สกษ.,ดอยอ่างขาง,ตรัง,ตราด,ตะกั่วป่า,ตาก,ตากฟ้า สกษ.,ทองผาภูมิ,ทุ่งช้าง,ท่าตูม,ท่าพระ สกษ.,ท่าวังผา,นครปฐม,นครพนม,นครพนม สกษ.,นครราชสีมา,นครศรีธรรมราช,นครศรีธรรมราช สกษ.,นครสวรรค์,นราธิวาส,นางรอง,นำร่อง,น่าน,น่าน สกษ.,บัวชุม,บุรีรัมย์,ปทุมธานี สกษ.,ประจวบคีรีขันธ์,ปราจีนบุรี,ปัตตานี,ปากช่อง สกษ.,พระนครศรีอยุธยา,พระแสง สอท.,พลิ้ว สกษ.,พะเยา,พัทยา,พัทลุง สกษ.,พิจิตร สกษ.,พิษณุโลก,ภูเก็ต,ภูเก็ต (ศูนย์ฯ),มหาสารคาม,มุกดาหาร,ยะลา สกษ.,ระนอง,ระยอง,ราชบุรี,ร้อยเอ็ด,ร้อยเอ็ด สกษ.,ลพบุรี,ลำปาง,ลำปาง สกษ.,ลำพูน,วิเชียรบุรี,ศรีสะเกษ,ศรีสำโรง สกษ.,สกลนคร,สกลนคร สกษ.,สงขลา,สตูล,สนามบินดอนเมือง,สนามบินสุวรรณภูมิ,สมุทรปราการ สกษ.,สระแก้ว,สวี สกษ.,สะเดา,สัตหีบ,สุพรรณบุรี,สุราษฎร์ธานี,สุราษฎร์ธานี สกษ.,สุรินทร์,สุรินทร์ สกษ.,สุโขทัย,หนองคาย,หนองบัวลำภู,หนองพลับ สกษ.,หล่มสัก,หัวหิน,หาดใหญ่,ห้วยโป่ง สกษ.,อรัญประเทศ,อุดรธานี,อุตรดิตถ์,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี สกษ.,อุ้มผาง,อู่ทอง สกษ.,เกาะลันตา,เกาะสมุย,เกาะสีชัง,เขื่อนภูมิพล,เชียงราย,เชียงราย สกษ.,เชียงใหม่,เถิน,เพชรบุรี,เพชรบูรณ์,เลย,เลย สกษ.,แพร่,แม่สอด,แม่สะเรียง,แม่ฮ่องสอน,แหลมฉบัง,โชคชัย
2017-09-28,12.7,ไม่มีฝน,50.0,45.2,43.9,66.3,1.0,15.7,14.9,60.8,51.9,3.2,29.8,27.9,6.8,2.6,ฝนเล็กน้อย,ไม่มีฝน,ไม่มีฝน,5.2,64.5,3.8,1.8,3.8,0.7,21.1,ไม่มีฝน,0.9,4.6,43.8,8.2,ไม่มีฝน,6.2,ไม่มีฝน,ไม่มีฝน,7.0,ไม่มีฝน,1.4,5.7,6.5,,3.4,0.1,14.1,4.8,26.9,4.8,7.8,0.4,ไม่มีฝน,6.0,15.0,ไม่มีฝน,3.7,55.6,27.0,11.2,16.1,0.2,ไม่มีฝน,0.4,8.1,37.2,7.5,13.6,0.5,0.7,17.3,15.8,4.0,14.3,ฝนเล็กน้อย,0.8,ไม่มีฝน,ไม่มีฝน,ฝนเล็กน้อย,ไม่มีฝน,25.7,16.3,33.7,42.0,6.0,37.2,10.3,0.5,24.4,ไม่มีฝน,0.6,1.3,,7.0,12.8,4.2,2.7,13.0,45.4,3.3,3.5,31.4,12.5,1.6,9.6,5.9,47.3,13.8,ไม่มีฝน,30.1,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,8.6,28.5,ไม่มีฝน,16.4,9.8,16.8,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,6.3,1.6
2017-09-29,14.4,14.6,1.5,14.8,0.6,ฝนเล็กน้อย,ไม่มีฝน,0.3,ไม่มีฝน,35.8,ไม่มีฝน,18.3,13.3,8.0,,ไม่มีฝน,6.5,4.0,27.7,136.1,3.4,93.0,0.2,1.2,1.3,3.4,11.4,1.4,0.3,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,14.8,0.8,ไม่มีฝน,6.2,1.8,33.4,38.4,,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,5.7,14.4,ไม่มีฝน,5.6,0.2,1.9,61.2,18.4,18.5,ฝนเล็กน้อย,46.6,11.0,0.2,ไม่มีฝน,8.5,10.5,2.2,1.4,0.3,ฝนเล็กน้อย,18.4,8.2,7.4,3.4,,5.5,,ไม่มีฝน,ไม่มีฝน,2.9,79.7,ไม่มีฝน,0.1,2.4,ไม่มีฝน,0.4,48.2,55.2,0.4,18.7,13.6,5.7,23.2,,0.2,0.6,10.0,0.2,30.9,28.6,33.6,5.3,ไม่มีฝน,3.0,ฝนเล็กน้อย,1.0,3.1,ไม่มีฝน,23.0,12.1,9.1,9.1,15.6,29.4,3.1,21.4,18.6,6.2,ไม่มีฝน,2.8,0.9,ไม่มีฝน,15.6,0.1,28.0,ไม่มีฝน
2017-09-30,10.4,ฝนเล็กน้อย,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,0.4,29.6,7.5,4.9,ฝนเล็กน้อย,4.9,0.6,0.5,ไม่มีฝน,0.7,ไม่มีฝน,ไม่มีฝน,0.8,ไม่มีฝน,0.4,1.0,4.9,2.6,0.3,0.5,0.5,5.9,2.3,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,0.6,0.7,0.3,ไม่มีฝน,13.3,9.2,2.1,0.7,ฝนเล็กน้อย,,0.4,ไม่มีฝน,7.0,ไม่มีฝน,1.0,ไม่มีฝน,4.7,22.6,9.8,13.0,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ฝนเล็กน้อย,ไม่มีฝน,28.0,35.8,0.4,1.0,ไม่มีฝน,8.2,0.7,3.0,3.8,16.0,0.9,3.8,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,1.0,ไม่มีฝน,20.3,ฝนเล็กน้อย,0.1,1.8,,ไม่มีฝน,ไม่มีฝน,5.2,ฝนเล็กน้อย,1.4,9.4,4.1,,1.8,38.5,5.3,0.9,ไม่มีฝน,ไม่มีฝน,36.4,0.3,ไม่มีฝน,30.4,1.4,0.4,1.3,4.3,ไม่มีฝน,28.3,1.5,0.1,ไม่มีฝน,2.0,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,0.5,0.2,1.4,1.4,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,0.6
2017-10-01,1.0,ไม่มีฝน,12.3,32.3,51.6,ไม่มีฝน,35.7,ไม่มีฝน,6.6,3.6,0.3,3.1,6.0,0.3,,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,0.4,1.8,38.6,ไม่มีฝน,ไม่มีฝน,14.7,ไม่มีฝน,2.1,13.1,ไม่มีฝน,ฝนเล็กน้อย,0.9,ไม่มีฝน,ไม่มีฝน,9.5,16.4,ไม่มีฝน,ไม่มีฝน,0.2,2.9,ฝนเล็กน้อย,,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,1.3,0.6,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,,ไม่มีฝน,1.0,ไม่มีฝน,2.7,9.0,6.4,11.5,ไม่มีฝน,ไม่มีฝน,1.6,ไม่มีฝน,ไม่มีฝน,18.8,9.4,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,0.2,,1.0,ไม่มีฝน,ฝนเล็กน้อย,ไม่มีฝน,12.2,0.1,1.9,2.5,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,4.5,2.7,16.8,ไม่มีฝน,ไม่มีฝน,,45.4,5.4,ไม่มีฝน,1.0,ไม่มีฝน,ไม่มีฝน,17.4,64.7,40.5,ไม่มีฝน,2.5,15.8,ไม่มีฝน,ไม่มีฝน,0.6,ไม่มีฝน,ไม่มีฝน,0.5,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,0.3,ไม่มีฝน,ไม่มีฝน,2.9,3.5,ไม่มีฝน,38.7,ไม่มีฝน,4.0,ไม่มีฝน,ฝนเล็กน้อย
2017-10-02,14.0,20.6,26.7,22.3,19.9,15.5,0.7,ไม่มีฝน,13.4,ไม่มีฝน,13.0,16.1,15.7,38.0,17.8,25.8,2.4,1.8,26.0,4.9,48.5,47.7,1.8,99.6,4.3,0.5,10.8,22.9,4.8,8.2,0.5,1.2,47.2,17.8,15.4,ฝนเล็กน้อย,ไม่มีฝน,20.8,39.4,8.1,,53.7,8.8,25.1,ฝนเล็กน้อย,39.8,ไม่มีฝน,88.0,15.1,12.5,9.2,0.8,1.4,4.0,7.3,ฝนเล็กน้อย,13.2,24.2,9.2,ไม่มีฝน,ไม่มีฝน,104.3,6.6,0.2,0.9,ไม่มีฝน,23.8,2.0,1.2,2.4,5.8,30.6,3.0,0.5,2.7,1.7,28.7,36.1,1.3,54.6,83.2,12.4,7.3,21.0,13.2,20.4,35.0,96.5,82.5,,3.0,6.0,5.4,3.7,19.9,3.0,18.8,17.9,15.7,1.7,21.7,11.0,,6.1,8.8,1.0,0.6,0.4,6.2,4.2,ไม่มีฝน,18.3,3.6,6.4,3.3,2.8,29.6,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,4.3,61.9
2017-10-03,25.7,7.8,15.2,10.6,25.9,23.7,36.0,36.5,49.3,ไม่มีฝน,23.3,ไม่มีฝน,36.6,12.3,40.7,3.6,3.7,51.2,3.6,11.0,9.0,35.5,76.0,73.5,17.0,2.4,ไม่มีฝน,73.5,10.9,74.6,11.4,11.2,25.5,ไม่มีฝน,ไม่มีฝน,67.9,0.4,1.6,15.0,7.3,,45.2,22.4,7.1,0.4,16.9,ไม่มีฝน,2.0,12.1,0.6,4.9,20.4,28.9,ไม่มีฝน,39.7,26.7,10.2,7.2,118.8,2.8,ไม่มีฝน,47.6,49.4,32.9,7.4,4.6,14.1,23.9,16.4,20.4,31.8,9.4,20.5,8.7,2.9,ไม่มีฝน,5.9,36.3,1.2,22.9,0.8,13.2,35.2,25.3,3.7,ไม่มีฝน,ไม่มีฝน,4.1,9.5,,6.0,7.4,1.7,39.0,3.6,2.4,16.4,ไม่มีฝน,0.3,31.1,1.0,0.4,16.5,14.6,37.4,ไม่มีฝน,47.6,13.1,1.6,1.6,14.2,8.0,9.7,12.7,11.7,18.5,4.0,14.7,3.4,0.9,64.2,10.7
2017-10-04,42.9,ไม่มีฝน,30.1,29.0,9.3,12.4,70.0,6.8,34.4,0.2,24.7,6.4,3.9,9.3,0.5,42.3,ไม่มีฝน,16.2,40.7,4.6,18.9,11.7,20.2,5.9,6.5,11.5,14.7,43.0,1.9,1.6,24.0,53.0,7.3,18.1,2.5,37.6,5.4,10.9,ไม่มีฝน,6.9,,28.1,20.0,9.3,26.3,25.4,4.2,0.2,12.4,3.6,30.8,33.2,59.9,43.0,20.0,13.9,ไม่มีฝน,10.9,45.2,13.2,ไม่มีฝน,45.8,23.5,28.6,105.6,99.8,13.2,7.9,22.0,21.7,19.0,19.4,,20.2,25.3,0.4,ไม่มีฝน,40.7,1.5,0.2,39.7,0.4,ไม่มีฝน,58.0,37.3,5.7,1.6,9.6,10.3,,34.6,32.0,2.5,33.3,22.1,2.2,42.9,5.2,67.3,6.1,5.4,6.3,7.6,3.0,ไม่มีฝน,5.3,22.3,34.7,8.3,19.6,17.2,65.6,6.9,38.0,15.0,20.7,1.9,4.0,10.4,1.4,31.4,22.0
2017-10-05,ไม่มีฝน,ไม่มีฝน,0.9,3.2,0.4,1.5,1.8,7.9,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,43.4,ไม่มีฝน,ไม่มีฝน,1.0,9.4,23.2,4.1,0.3,ไม่มีฝน,ไม่มีฝน,2.4,ไม่มีฝน,2.4,1.6,15.9,0.4,4.3,ฝนเล็กน้อย,7.3,0.4,5.8,ไม่มีฝน,ฝนเล็กน้อย,1.6,ไม่มีฝน,2.4,ไม่มีฝน,1.4,,5.7,0.8,ฝนเล็กน้อย,ไม่มีฝน,ฝนเล็กน้อย,ไม่มีฝน,9.3,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,16.9,ไม่มีฝน,10.0,34.4,10.8,18.6,ไม่มีฝน,43.3,ไม่มีฝน,1.2,ไม่มีฝน,5.4,3.1,ไม่มีฝน,0.4,ไม่มีฝน,6.3,12.6,22.4,1.0,3.4,6.8,3.1,2.1,ไม่มีฝน,4.1,ฝนเล็กน้อย,1.1,ไม่มีฝน,ไม่มีฝน,6.4,ไม่มีฝน,3.8,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,1.5,23.4,,14.8,2.1,7.5,2.0,2.0,ไม่มีฝน,7.0,16.7,2.8,18.1,6.3,6.2,3.3,14.0,ไม่มีฝน,ไม่มีฝน,10.6,12.7,2.0,0.6,29.2,29.7,1.0,ไม่มีฝน,16.2,18.5,8.8,1.0,13.2,16.6,3.4,0.8
2017-10-06,12.9,ไม่มีฝน,ไม่มีฝน,1.3,0.1,0.5,ไม่มีฝน,24.4,13.9,ไม่มีฝน,3.7,ไม่มีฝน,0.4,ไม่มีฝน,,14.4,ไม่มีฝน,36.5,1.8,5.4,23.6,ไม่มีฝน,35.4,ฝนเล็กน้อย,3.8,7.4,ไม่มีฝน,1.8,2.0,3.8,0.9,6.1,ไม่มีฝน,ไม่มีฝน,12.2,0.2,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,0.6,,0.5,2.9,ไม่มีฝน,ไม่มีฝน,ฝนเล็กน้อย,ไม่มีฝน,24.1,0.3,ไม่มีฝน,1.2,2.2,30.5,0.2,1.4,7.7,5.0,20.8,ไม่มีฝน,0.1,60.9,7.0,20.5,7.2,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,21.6,0.6,ไม่มีฝน,28.2,8.8,,ไม่มีฝน,ไม่มีฝน,2.2,16.4,4.6,ฝนเล็กน้อย,ฝนเล็กน้อย,0.5,0.2,ไม่มีฝน,14.7,75.6,ไม่มีฝน,1.5,0.1,ไม่มีฝน,,2.4,0.2,2.4,,2.6,ไม่มีฝน,0.7,8.7,7.7,27.3,ไม่มีฝน,ไม่มีฝน,8.2,1.8,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,34.3,2.5,13.6,28.9,121.4,3.9,0.6,3.2,ไม่มีฝน,2.5,6.2,0.7,53.8,12.2,15.7
2017-10-07,ไม่มีฝน,4.5,12.4,8.9,7.9,3.6,ไม่มีฝน,0.2,14.5,ไม่มีฝน,0.4,36.2,0.6,21.4,2.0,9.6,ไม่มีฝน,15.4,57.3,1.9,0.9,1.9,0.2,19.0,1.1,ไม่มีฝน,12.0,31.9,4.1,5.4,18.6,6.8,5.2,2.0,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,22.8,2.0,1.6,,ไม่มีฝน,ไม่มีฝน,2.6,1.2,24.5,4.8,8.1,ฝนเล็กน้อย,ไม่มีฝน,14.4,13.7,28.7,0.7,ไม่มีฝน,ฝนเล็กน้อย,5.0,ไม่มีฝน,15.1,2.4,19.8,6.5,1.7,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,21.9,4.2,ไม่มีฝน,2.5,0.8,ฝนเล็กน้อย,,ไม่มีฝน,ไม่มีฝน,ฝนเล็กน้อย,20.8,18.6,0.6,11.0,5.9,,71.1,19.2,4.1,ไม่มีฝน,6.2,6.6,13.1,,0.6,1.6,42.5,1.7,16.3,8.8,1.4,0.5,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,0.4,16.3,31.4,2.4,4.7,11.3,3.2,31.9,87.2,0.6,6.5,18.6,2.0,0.8,8.8,ฝนเล็กน้อย,4.2,2.6,ฝนเล็กน้อย,61.9,32.0
2017-10-08,8.7,7.6,ไม่มีฝน,ไม่มีฝน,4.0,ไม่มีฝน,ไม่มีฝน,12.9,ฝนเล็กน้อย,ไม่มีฝน,0.7,1.3,ไม่มีฝน,ไม่มีฝน,13.7,ฝนเล็กน้อย,0.2,28.1,11.3,23.5,1.6,7.8,46.6,16.8,36.6,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,0.2,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,2.4,ฝนเล็กน้อย,9.8,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,2.0,,0.4,ไม่มีฝน,1.2,0.3,0.6,ไม่มีฝน,2.4,20.4,ไม่มีฝน,27.2,2.2,1.6,ไม่มีฝน,0.7,ไม่มีฝน,ไม่มีฝน,0.2,ไม่มีฝน,1.8,ไม่มีฝน,2.4,1.5,19.6,ไม่มีฝน,ไม่มีฝน,49.4,31.0,29.2,11.8,3.6,ไม่มีฝน,,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,57.7,2.0,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,,2.7,10.4,6.8,0.4,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,,ไม่มีฝน,ไม่มีฝน,43.8,4.7,0.5,1.4,0.2,ไม่มีฝน,,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,3.2,1.4,10.4,0.3,16.1,53.4,53.7,12.2,20.7,16.2,3.9,0.1,3.8,1.0,ไม่มีฝน,3.6,4.0,5.5,17.6,ไม่มีฝน
2017-10-09,1.3,ไม่มีฝน,13.7,8.4,4.8,0.5,3.7,ไม่มีฝน,2.0,6.5,8.2,40.1,0.4,ไม่มีฝน,1.8,3.2,ไม่มีฝน,0.1,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,6.6,ไม่มีฝน,9.3,ไม่มีฝน,ไม่มีฝน,2.5,5.7,4.2,0.2,59.2,53.7,ไม่มีฝน,2.4,ไม่มีฝน,ไม่มีฝน,24.2,0.2,1.9,ไม่มีฝน,,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,0.8,3.1,ไม่มีฝน,ไม่มีฝน,5.6,49.5,1.6,53.0,1.6,ไม่มีฝน,ฝนเล็กน้อย,40.0,0.3,ไม่มีฝน,1.6,72.8,2.0,0.5,0.5,0.4,ไม่มีฝน,0.1,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ฝนเล็กน้อย,ไม่มีฝน,12.7,9.2,14.5,3.4,2.5,0.2,ไม่มีฝน,2.0,ไม่มีฝน,ไม่มีฝน,15.2,ไม่มีฝน,ไม่มีฝน,9.0,0.9,7.8,,1.8,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,3.6,1.9,0.8,0.3,ไม่มีฝน,0.4,2.3,ไม่มีฝน,ไม่มีฝน,0.4,ไม่มีฝน,0.1,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,23.5,0.4,ไม่มีฝน,ไม่มีฝน,5.0,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,33.3,0.6
2017-10-10,6.0,14.6,0.5,ไม่มีฝน,2.4,ไม่มีฝน,25.7,4.8,14.1,49.6,ไม่มีฝน,6.4,6.7,ไม่มีฝน,35.9,15.8,ไม่มีฝน,9.0,41.4,14.0,0.3,3.2,ไม่มีฝน,17.7,ไม่มีฝน,19.0,ไม่มีฝน,7.3,23.7,ไม่มีฝน,8.5,7.8,ไม่มีฝน,10.8,5.4,9.7,23.0,ไม่มีฝน,ไม่มีฝน,18.6,,9.0,17.6,ไม่มีฝน,ไม่มีฝน,22.0,5.9,4.5,ไม่มีฝน,0.2,ไม่มีฝน,53.1,ไม่มีฝน,4.5,26.3,13.1,17.0,34.6,19.0,ไม่มีฝน,8.3,15.0,ไม่มีฝน,ไม่มีฝน,0.2,2.2,ฝนเล็กน้อย,24.0,4.8,14.4,45.3,29.5,27.0,5.0,7.8,21.8,14.5,23.2,ไม่มีฝน,ไม่มีฝน,2.6,ไม่มีฝน,1.1,ไม่มีฝน,0.1,ไม่มีฝน,39.0,ไม่มีฝน,ไม่มีฝน,,6.8,6.4,0.7,34.3,ไม่มีฝน,8.4,ไม่มีฝน,ไม่มีฝน,20.2,21.4,3.4,1.9,1.8,ไม่มีฝน,5.6,0.3,ไม่มีฝน,4.8,17.1,25.8,12.6,26.7,ไม่มีฝน,14.9,4.4,4.5,0.1,14.1,18.5,16.3,ไม่มีฝน,1.0
2017-10-11,0.1,2.2,19.0,18.3,20.0,ไม่มีฝน,22.0,2.3,2.4,ไม่มีฝน,ไม่มีฝน,1.7,ฝนเล็กน้อย,ฝนเล็กน้อย,,0.2,2.4,19.5,111.9,0.5,ไม่มีฝน,18.4,ไม่มีฝน,4.4,8.8,21.2,2.5,1.3,12.8,34.0,0.5,ไม่มีฝน,5.2,ไม่มีฝน,ไม่มีฝน,29.9,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,5.7,,10.7,ไม่มีฝน,6.3,ไม่มีฝน,0.6,0.3,17.1,6.7,ไม่มีฝน,1.3,5.4,ไม่มีฝน,ไม่มีฝน,11.0,6.9,9.8,36.2,12.7,ไม่มีฝน,ไม่มีฝน,6.2,ไม่มีฝน,23.4,21.3,2.2,ไม่มีฝน,0.3,0.2,20.3,0.5,0.4,,33.9,3.6,ไม่มีฝน,23.8,1.3,ไม่มีฝน,ไม่มีฝน,4.3,,3.0,ฝนเล็กน้อย,48.2,0.1,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,,ไม่มีฝน,40.0,ไม่มีฝน,6.5,ไม่มีฝน,0.4,0.3,0.7,40.5,6.8,0.9,19.9,ไม่มีฝน,0.3,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,18.5,7.5,14.0,5.7,8.6,ไม่มีฝน,4.4,7.3,9.4,ฝนเล็กน้อย,2.2,12.9,6.2,ไม่มีฝน,8.6
2017-10-12,ไม่มีฝน,19.6,ไม่มีฝน,16.6,27.3,ไม่มีฝน,20.4,1.2,44.8,1.0,ฝนเล็กน้อย,15.7,ไม่มีฝน,ไม่มีฝน,ฝนเล็กน้อย,10.8,ไม่มีฝน,ไม่มีฝน,39.7,1.9,ไม่มีฝน,48.2,84.7,ไม่มีฝน,3.1,0.2,3.5,10.0,0.7,ไม่มีฝน,ฝนเล็กน้อย,ไม่มีฝน,ไม่มีฝน,10.3,21.6,ไม่มีฝน,7.5,5.9,ไม่มีฝน,ไม่มีฝน,,ไม่มีฝน,1.0,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,5.4,ไม่มีฝน,ไม่มีฝน,0.8,ไม่มีฝน,0.2,ไม่มีฝน,ไม่มีฝน,0.2,1.0,23.6,89.6,33.2,4.8,1.6,8.0,ไม่มีฝน,ไม่มีฝน,10.7,1.9,ฝนเล็กน้อย,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,15.3,ไม่มีฝน,0.9,ไม่มีฝน,ไม่มีฝน,7.2,0.1,ไม่มีฝน,ไม่มีฝน,0.2,ไม่มีฝน,,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,0.8,11.5,ฝนเล็กน้อย,5.5,,ไม่มีฝน,ฝนเล็กน้อย,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ฝนเล็กน้อย,2.1,ไม่มีฝน,ไม่มีฝน,ฝนเล็กน้อย,ฝนเล็กน้อย,0.9,ไม่มีฝน,ไม่มีฝน,4.8,ฝนเล็กน้อย,ไม่มีฝน,3.1,7.2,1.2,0.3,5.0,2.2,ไม่มีฝน,0.1,ไม่มีฝน,ไม่มีฝน,14.6,0.7,ไม่มีฝน,ไม่มีฝน,0.7
2017-10-13,21.2,22.1,188.3,190.3,88.9,46.1,ไม่มีฝน,31.0,0.1,3.4,8.2,ไม่มีฝน,20.8,25.0,0.3,ฝนเล็กน้อย,33.2,22.4,5.3,30.5,5.3,55.6,2.0,21.9,66.7,5.5,ไม่มีฝน,15.3,7.2,3.0,ฝนเล็กน้อย,ไม่มีฝน,ไม่มีฝน,0.7,ฝนเล็กน้อย,8.4,13.8,1.6,52.4,8.0,,ไม่มีฝน,ไม่มีฝน,2.3,ไม่มีฝน,3.4,2.4,49.7,20.7,1.2,24.6,ฝนเล็กน้อย,17.6,1.2,7.1,0.5,39.2,34.8,ไม่มีฝน,ไม่มีฝน,0.7,55.1,2.0,3.6,ไม่มีฝน,ไม่มีฝน,8.0,0.5,ไม่มีฝน,ไม่มีฝน,4.5,ไม่มีฝน,1.4,2.2,ไม่มีฝน,10.8,16.8,10.7,32.6,114.3,25.1,3.8,5.2,12.4,0.5,8.5,ไม่มีฝน,ไม่มีฝน,0.8,,ไม่มีฝน,ไม่มีฝน,9.9,ไม่มีฝน,ไม่มีฝน,12.4,32.9,ฝนเล็กน้อย,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,1.8,8.0,69.4,5.0,30.0,57.9,0.1,25.0,ไม่มีฝน,36.2,3.9,12.0,6.5,ไม่มีฝน,0.4,ไม่มีฝน,ไม่มีฝน,17.2,16.8,2.4
2017-10-14,35.8,16.4,3.2,11.1,16.2,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,0.2,23.8,10.2,ไม่มีฝน,21.3,ไม่มีฝน,ไม่มีฝน,0.1,0.2,ไม่มีฝน,9.2,48.4,86.8,ไม่มีฝน,2.2,32.0,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,2.5,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ฝนเล็กน้อย,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,0.1,10.1,,1.6,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,28.0,0.3,0.4,7.4,1.6,ไม่มีฝน,2.2,ไม่มีฝน,ไม่มีฝน,15.4,62.4,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,58.9,5.5,0.2,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,4.2,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,7.7,0.4,17.2,1.5,65.3,ไม่มีฝน,1.4,ไม่มีฝน,ฝนเล็กน้อย,0.6,0.7,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,,0.4,ไม่มีฝน,11.7,ไม่มีฝน,19.6,ฝนเล็กน้อย,ฝนเล็กน้อย,ไม่มีฝน,19.3,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,1.3,5.1,24.6,ฝนเล็กน้อย,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,1.2,0.2,3.8,0.6,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,ไม่มีฝน,0.8,36.0,ไม่มีฝน,ไม่มีฝน
